amount,payment_method,gateway,failure_reason,network_latency,gateway_health,issuer_health,customer_action_required,previous_attempt_count,recent_gateway_success_rate,historical_recovery_rate,time_since_failure,recovered
65230.85,debit_card,gateway_b,suspected_fraud,700,0.0851,0.3739,0,0,0.6812,0.7444,5196,0
65783.18,credit_card,gateway_c,insufficient_funds,700,0.8145,0.181,0,1,0.4566,0.5618,4758,0
37618.78,debit_card,gateway_b,insufficient_funds,232,0.9029,0.2368,0,1,0.3315,0.3341,253,0
28745.72,credit_card,gateway_c,card_expired,77,0.4037,0.0486,0,0,0.8119,0.357,4957,0
5759.36,net_banking,gateway_a,authentication_required,452,0.7678,0.3109,1,2,0.7407,0.2388,2747,0
2764.53,credit_card,gateway_c,issuer_unavailable,25,0.3996,0.8843,0,4,0.6736,0.5141,6567,0
90961.17,credit_card,gateway_b,insufficient_funds,506,0.4551,0.5152,0,0,0.7969,0.6975,1616,0
17122.51,credit_card,gateway_b,insufficient_funds,482,0.8505,0.9651,0,4,0.4292,0.6476,1527,1
83497.71,upi,gateway_b,authentication_required,402,0.3785,0.0361,1,3,0.7887,0.4523,1829,1
9595.83,credit_card,gateway_c,insufficient_funds,666,0.6126,0.5185,0,0,0.6504,0.242,1102,0
42410.67,credit_card,gateway_b,rate_limit,20,0.7862,0.1662,0,4,0.8746,0.6596,316,1
35832.03,debit_card,gateway_a,rate_limit,832,0.862,0.1753,0,4,0.3858,0.6525,1710,1
86613.18,debit_card,gateway_a,issuer_unavailable,754,0.7738,0.0392,0,0,0.6527,0.2074,4138,0
82532.83,upi,gateway_b,issuer_unavailable,663,0.7967,0.6929,0,0,0.4415,0.6988,1623,1
70883.39,upi,gateway_a,authentication_required,557,0.7877,0.3189,1,4,0.3754,0.6438,6185,0
32750.78,debit_card,gateway_b,network_timeout,319,0.5643,0.4129,0,3,0.4433,0.5739,6418,0
9661.66,credit_card,gateway_a,rate_limit,973,0.6645,0.0336,0,2,0.3526,0.6765,3662,0
87782.46,debit_card,gateway_a,temporary_gateway_error,305,0.2846,0.2728,0,1,0.9322,0.3605,5084,0
30937.09,upi,gateway_a,issuer_unavailable,54,0.8189,0.2411,0,0,0.3031,0.896,3952,0
68066.1,upi,gateway_b,card_expired,487,0.7446,0.1343,0,0,0.6218,0.5153,2416,0
1647.67,wallet,gateway_b,temporary_gateway_error,29,0.3734,0.6204,0,0,0.8059,0.2658,3839,0
64277.3,debit_card,gateway_c,authentication_required,128,0.7095,0.8405,1,0,0.3881,0.3967,758,1
59878.57,wallet,gateway_c,issuer_unavailable,616,0.959,0.832,0,3,0.5344,0.4042,2444,1
14086.37,debit_card,gateway_b,rate_limit,369,0.4467,0.3093,0,0,0.6366,0.7045,2688,0
3761.87,debit_card,gateway_c,authentication_required,318,0.1571,0.3958,1,1,0.4267,0.4232,7052,0
4488.42,upi,gateway_a,temporary_gateway_error,178,0.9352,0.1032,0,2,0.4858,0.7076,5705,1
31251.02,debit_card,gateway_a,suspected_fraud,997,0.2146,0.1292,0,0,0.9155,0.6553,1166,0
72627.3,net_banking,gateway_c,issuer_unavailable,128,0.9995,0.9419,0,4,0.666,0.5754,4481,1
62414.58,upi,gateway_b,network_timeout,666,0.3321,0.4713,0,1,0.9735,0.6938,3084,1
69060.99,credit_card,gateway_c,rate_limit,424,0.8395,0.173,1,4,0.8152,0.8802,2794,0
81300.45,upi,gateway_b,temporary_gateway_error,88,0.5723,0.9243,0,1,0.4545,0.2739,6913,1
31196.79,wallet,gateway_b,authentication_required,804,0.1692,0.7456,1,1,0.4225,0.7027,4011,0
22624.22,upi,gateway_b,insufficient_funds,149,0.9573,0.6558,0,2,0.8806,0.3137,5018,0
10428.65,net_banking,gateway_a,rate_limit,167,0.634,0.8687,0,3,0.9793,0.2977,260,1
77126.2,wallet,gateway_b,insufficient_funds,938,0.8066,0.6517,0,3,0.9631,0.8024,2353,0
29839.67,debit_card,gateway_c,issuer_unavailable,339,0.8607,0.0105,0,3,0.6798,0.5153,6789,1
22526.2,credit_card,gateway_a,temporary_gateway_error,108,0.1267,0.1635,0,1,0.9651,0.2867,79,1
10746.14,wallet,gateway_b,suspected_fraud,494,0.8448,0.557,0,1,0.7769,0.4535,5296,0
82556.75,credit_card,gateway_c,suspected_fraud,335,0.1378,0.5186,0,3,0.3393,0.4919,61,0
89765.09,upi,gateway_a,temporary_gateway_error,63,0.3401,0.3513,0,1,0.8534,0.4225,3511,0
56116.41,credit_card,gateway_b,network_timeout,387,0.5392,0.1077,0,4,0.8785,0.8249,6525,1
31859.12,upi,gateway_c,insufficient_funds,890,0.1894,0.2199,0,2,0.8127,0.3877,640,0
61000.18,wallet,gateway_c,authentication_required,228,0.0492,0.0446,1,3,0.7059,0.4438,639,1
94863.3,debit_card,gateway_c,authentication_required,136,0.3048,0.4715,1,3,0.9447,0.2694,3,0
80925.48,net_banking,gateway_c,suspected_fraud,659,0.7694,0.4212,0,3,0.6979,0.5581,5052,0
35913.87,debit_card,gateway_c,suspected_fraud,29,0.4174,0.0028,0,0,0.6935,0.6855,5069,1
69876.4,credit_card,gateway_b,issuer_unavailable,807,0.7177,0.663,0,3,0.8071,0.7166,5325,1
36175.88,credit_card,gateway_b,insufficient_funds,537,0.7626,0.3347,0,4,0.4745,0.7746,5627,0
40167.45,debit_card,gateway_c,authentication_required,313,0.0034,0.2355,1,3,0.5195,0.7499,2431,1
3847.79,debit_card,gateway_b,card_expired,932,0.7902,0.9822,0,4,0.7841,0.4146,2274,0
37651.17,upi,gateway_c,network_timeout,916,0.8367,0.9664,0,0,0.5106,0.497,1752,1
79066.0,debit_card,gateway_b,network_timeout,239,0.6965,0.8518,0,1,0.4315,0.294,2550,0
4727.32,upi,gateway_c,network_timeout,985,0.6713,0.8442,0,3,0.4397,0.3296,6880,0
49952.05,wallet,gateway_b,network_timeout,143,0.3052,0.7542,0,4,0.3429,0.666,2503,0
58351.45,upi,gateway_c,card_expired,988,0.245,0.573,0,4,0.9084,0.6235,3954,0
70350.6,credit_card,gateway_a,insufficient_funds,149,0.0266,0.4885,0,2,0.7986,0.794,7194,0
97429.47,upi,gateway_a,network_timeout,429,0.8073,0.526,0,4,0.4526,0.2021,4179,1
37155.03,credit_card,gateway_a,insufficient_funds,891,0.3879,0.8452,0,3,0.4321,0.8519,54,0
31080.99,wallet,gateway_a,rate_limit,722,0.772,0.9757,1,4,0.5741,0.7866,6857,0
36001.85,upi,gateway_a,temporary_gateway_error,832,0.264,0.4922,0,4,0.6301,0.6762,5346,0
67446.93,net_banking,gateway_c,issuer_unavailable,715,0.8233,0.5407,0,3,0.354,0.3533,4894,0
49854.61,upi,gateway_a,issuer_unavailable,988,0.2352,0.0196,0,0,0.8081,0.7431,1760,0
52222.02,debit_card,gateway_b,issuer_unavailable,34,0.6818,0.6143,1,4,0.8344,0.4158,5883,0
14403.71,net_banking,gateway_c,card_expired,209,0.6832,0.9336,0,2,0.7527,0.5084,4088,0
90035.2,debit_card,gateway_c,insufficient_funds,809,0.9274,0.1528,0,4,0.4469,0.3407,4210,0
64754.03,net_banking,gateway_b,insufficient_funds,281,0.5068,0.0231,0,3,0.5168,0.876,3731,0
1882.45,credit_card,gateway_b,rate_limit,731,0.1715,0.1878,0,2,0.7316,0.54,1901,1
42643.3,net_banking,gateway_c,authentication_required,619,0.0039,0.6264,1,3,0.6461,0.4084,2036,0
91294.67,debit_card,gateway_b,network_timeout,920,0.421,0.304,0,0,0.7332,0.5813,7124,1
8472.17,wallet,gateway_a,rate_limit,66,0.2749,0.4758,0,1,0.4383,0.4605,5689,0
17531.75,upi,gateway_c,card_expired,408,0.6259,0.9732,0,0,0.7935,0.3756,116,0
20041.54,debit_card,gateway_a,temporary_gateway_error,479,0.2552,0.2358,0,0,0.8845,0.4784,5525,1
43434.77,upi,gateway_c,insufficient_funds,213,0.8961,0.9741,0,1,0.752,0.383,5730,0
7033.71,credit_card,gateway_a,network_timeout,994,0.6364,0.2532,0,1,0.6071,0.8303,6841,0
69631.3,debit_card,gateway_c,issuer_unavailable,667,0.7712,0.3659,0,4,0.7316,0.7426,1231,0
8567.34,upi,gateway_b,issuer_unavailable,36,0.7821,0.5494,0,1,0.5852,0.8434,1172,1
65381.39,credit_card,gateway_a,rate_limit,603,0.952,0.9065,0,0,0.6363,0.8273,137,1
65283.55,wallet,gateway_a,rate_limit,127,0.5093,0.6956,0,4,0.802,0.3099,2481,1
77576.54,net_banking,gateway_a,network_timeout,528,0.9569,0.9253,0,4,0.8411,0.3702,1154,0
39469.89,upi,gateway_a,issuer_unavailable,565,0.5328,0.9247,0,1,0.3219,0.7384,6683,0
7399.41,debit_card,gateway_c,network_timeout,809,0.8429,0.3363,0,1,0.4344,0.6403,5828,1
83160.88,credit_card,gateway_c,card_expired,338,0.9344,0.5689,0,3,0.5805,0.7726,3048,0
42166.31,net_banking,gateway_a,insufficient_funds,276,0.0869,0.7767,0,2,0.6285,0.5018,3666,0
97208.17,net_banking,gateway_b,network_timeout,156,0.5735,0.0632,0,2,0.5999,0.7616,4438,1
47302.83,debit_card,gateway_a,card_expired,89,0.8979,0.731,0,1,0.8541,0.5023,6297,0
93415.06,debit_card,gateway_c,insufficient_funds,951,0.7679,0.2044,0,0,0.3993,0.6089,6335,0
67770.46,debit_card,gateway_b,network_timeout,961,0.7776,0.4862,0,2,0.7047,0.5476,6536,0
6467.18,debit_card,gateway_a,rate_limit,858,0.6073,0.1649,0,3,0.7441,0.6453,7128,1
89289.01,wallet,gateway_c,rate_limit,557,0.3094,0.6981,0,4,0.9839,0.6458,5660,1
81650.09,upi,gateway_a,suspected_fraud,280,0.2314,0.7248,0,1,0.4006,0.435,5880,0
75956.99,net_banking,gateway_c,card_expired,467,0.478,0.132,0,2,0.8445,0.3562,7145,0
3114.64,debit_card,gateway_a,authentication_required,196,0.1026,0.1959,1,3,0.505,0.7299,5729,0
48592.35,upi,gateway_a,network_timeout,755,0.0971,0.4282,0,2,0.87,0.7938,5984,0
82805.14,upi,gateway_c,authentication_required,876,0.4805,0.9857,1,3,0.6573,0.2485,6299,1
11204.31,net_banking,gateway_b,temporary_gateway_error,480,0.6049,0.8783,0,0,0.5854,0.2996,5503,1
56175.32,credit_card,gateway_b,rate_limit,982,0.5503,0.6456,0,0,0.6045,0.5483,5979,1
29646.22,net_banking,gateway_a,issuer_unavailable,517,0.7666,0.0176,0,0,0.4956,0.2243,1248,1
99852.42,wallet,gateway_a,insufficient_funds,726,0.6119,0.777,0,2,0.3247,0.6966,3739,0
46400.21,debit_card,gateway_b,authentication_required,374,0.3905,0.7214,1,3,0.9588,0.7528,2724,1
77308.46,wallet,gateway_c,authentication_required,526,0.4968,0.8355,1,3,0.4116,0.419,3058,1
17969.45,net_banking,gateway_c,suspected_fraud,652,0.466,0.8397,0,3,0.9303,0.3297,6695,0
82348.1,debit_card,gateway_a,insufficient_funds,643,0.2941,0.2491,0,2,0.8573,0.2234,5766,0
58599.64,upi,gateway_c,network_timeout,166,0.3353,0.8856,0,1,0.6393,0.5255,5358,1
25055.23,debit_card,gateway_c,authentication_required,990,0.869,0.7378,1,0,0.3212,0.3228,987,0
52355.29,wallet,gateway_c,issuer_unavailable,970,0.1466,0.5592,0,0,0.9581,0.8078,2206,1
59491.3,debit_card,gateway_a,card_expired,80,0.5501,0.5845,0,1,0.4604,0.855,2110,0
30227.3,upi,gateway_a,insufficient_funds,709,0.1014,0.0716,0,0,0.4855,0.4485,5232,0
18396.39,credit_card,gateway_b,suspected_fraud,441,0.2821,0.649,0,1,0.7278,0.5034,3790,0
31357.84,credit_card,gateway_a,insufficient_funds,691,0.3296,0.0785,0,0,0.3854,0.7072,5123,0
24498.98,net_banking,gateway_c,insufficient_funds,809,0.2144,0.9058,0,1,0.8595,0.5545,394,0
60702.34,upi,gateway_a,network_timeout,730,0.896,0.2729,0,0,0.7724,0.5451,4942,1
30070.98,net_banking,gateway_a,insufficient_funds,224,0.5458,0.2676,1,0,0.7865,0.8812,371,0
81826.51,credit_card,gateway_b,suspected_fraud,276,0.9956,0.5633,0,3,0.5348,0.7456,3571,0
76756.96,wallet,gateway_c,network_timeout,864,0.895,0.2298,0,3,0.5642,0.2423,6120,1
87019.26,debit_card,gateway_a,temporary_gateway_error,475,0.6835,0.9621,0,1,0.3159,0.2729,5481,1
40358.42,debit_card,gateway_b,authentication_required,487,0.2453,0.0662,1,3,0.3166,0.7666,4878,0
59636.46,net_banking,gateway_a,issuer_unavailable,664,0.6522,0.9317,0,4,0.732,0.762,3072,1
65322.35,upi,gateway_a,network_timeout,723,0.3688,0.2956,0,1,0.9435,0.8272,4016,1
78900.5,debit_card,gateway_b,network_timeout,731,0.5053,0.389,0,4,0.7322,0.4638,5653,0
92930.96,net_banking,gateway_c,temporary_gateway_error,485,0.4546,0.9372,0,3,0.8732,0.5237,6918,1
93835.92,debit_card,gateway_c,temporary_gateway_error,376,0.7567,0.923,0,0,0.6885,0.5443,6824,0
18834.27,debit_card,gateway_c,issuer_unavailable,964,0.6892,0.5363,0,2,0.961,0.622,3695,1
88625.89,upi,gateway_c,temporary_gateway_error,915,0.4001,0.6081,0,3,0.4539,0.572,3248,0
27284.62,debit_card,gateway_b,temporary_gateway_error,168,0.1395,0.7115,0,1,0.9992,0.3819,849,0
71535.51,net_banking,gateway_b,authentication_required,570,0.1808,0.8471,1,0,0.5448,0.7347,5962,1
80302.15,wallet,gateway_b,network_timeout,60,0.8793,0.9686,0,1,0.8652,0.6532,863,1
56600.11,wallet,gateway_b,temporary_gateway_error,856,0.6701,0.2885,0,1,0.6617,0.4825,4111,1
43136.84,net_banking,gateway_b,card_expired,936,0.9651,0.7676,0,3,0.3143,0.7785,5155,0
37838.23,wallet,gateway_b,temporary_gateway_error,278,0.9951,0.5307,0,1,0.6629,0.519,6560,1
96469.56,wallet,gateway_a,insufficient_funds,342,0.7386,0.2854,0,2,0.9205,0.5141,5795,0
13428.38,debit_card,gateway_a,rate_limit,377,0.872,0.4188,0,4,0.4509,0.3794,5322,0
41521.65,credit_card,gateway_a,insufficient_funds,585,0.2303,0.281,0,0,0.929,0.5021,2485,0
96415.16,debit_card,gateway_b,authentication_required,135,0.8719,0.3272,1,3,0.5207,0.258,6887,0
75323.68,debit_card,gateway_a,temporary_gateway_error,664,0.6865,0.1935,0,0,0.9991,0.7122,2241,1
58972.24,wallet,gateway_c,authentication_required,562,0.2373,0.6781,1,4,0.3302,0.7712,2697,1
15756.42,net_banking,gateway_c,rate_limit,444,0.8591,0.0944,0,4,0.9073,0.3209,4411,0
42921.53,upi,gateway_a,network_timeout,374,0.3856,0.52,0,3,0.7564,0.5487,3060,1
44351.87,debit_card,gateway_c,suspected_fraud,676,0.9008,0.5504,0,4,0.9681,0.4206,555,0
8558.54,debit_card,gateway_c,temporary_gateway_error,795,0.2405,0.2827,0,1,0.8467,0.8509,7020,0
47955.5,wallet,gateway_a,authentication_required,187,0.3269,0.2925,1,1,0.318,0.2994,5164,0
4924.36,credit_card,gateway_a,authentication_required,127,0.6907,0.1393,1,1,0.4612,0.7256,1053,1
90595.75,credit_card,gateway_a,temporary_gateway_error,879,0.1848,0.2653,0,0,0.475,0.852,5181,0
992.93,upi,gateway_a,card_expired,886,0.7278,0.7879,0,1,0.8632,0.8696,5102,0
42597.14,upi,gateway_c,issuer_unavailable,707,0.9208,0.5998,0,4,0.7334,0.8052,126,1
94010.69,debit_card,gateway_b,issuer_unavailable,512,0.2207,0.3537,0,2,0.7626,0.6145,844,0
1765.54,net_banking,gateway_a,network_timeout,191,0.1656,0.098,0,1,0.7677,0.3249,865,1
50889.51,credit_card,gateway_c,insufficient_funds,653,0.8119,0.1286,0,4,0.5187,0.2558,5572,0
88732.47,credit_card,gateway_c,suspected_fraud,389,0.5233,0.7687,0,1,0.3537,0.5366,4674,0
29404.75,debit_card,gateway_c,issuer_unavailable,723,0.6741,0.7471,0,1,0.3381,0.778,7157,0
43941.83,upi,gateway_a,network_timeout,762,0.7399,0.1372,0,4,0.6504,0.6516,565,0
23762.12,upi,gateway_c,network_timeout,501,0.2502,0.5287,0,0,0.4681,0.34,5620,1
23011.13,credit_card,gateway_c,card_expired,366,0.4876,0.2694,0,3,0.6806,0.4008,6325,0
56165.62,credit_card,gateway_b,issuer_unavailable,690,0.0497,0.1855,0,3,0.9709,0.3426,2302,1
13530.75,debit_card,gateway_b,suspected_fraud,144,0.4075,0.3064,0,1,0.6512,0.254,4351,0
96141.94,debit_card,gateway_c,card_expired,933,0.4341,0.2286,0,1,0.4145,0.5861,2601,0
72955.21,wallet,gateway_c,authentication_required,879,0.7347,0.6422,1,1,0.9913,0.8714,3601,0
57798.2,net_banking,gateway_b,network_timeout,274,0.8754,0.0108,0,4,0.7103,0.5926,2907,1
22310.66,credit_card,gateway_a,suspected_fraud,362,0.0141,0.6925,0,3,0.5344,0.5583,2530,0
34138.64,credit_card,gateway_a,rate_limit,698,0.0442,0.83,0,4,0.9696,0.4891,4375,0
3641.15,credit_card,gateway_a,network_timeout,259,0.4781,0.5077,0,2,0.4268,0.4283,4412,1
51705.59,net_banking,gateway_a,issuer_unavailable,742,0.0572,0.4254,0,0,0.5929,0.2283,386,1
15835.59,upi,gateway_c,temporary_gateway_error,528,0.9227,0.2004,0,4,0.6222,0.8178,5942,1
92339.02,net_banking,gateway_b,insufficient_funds,188,0.8007,0.6315,0,1,0.6039,0.2902,1229,0
6641.79,credit_card,gateway_a,card_expired,901,0.3008,0.597,0,1,0.4347,0.5212,4671,0
25244.89,debit_card,gateway_a,issuer_unavailable,157,0.7061,0.1683,0,3,0.6181,0.6918,2426,0
68010.59,wallet,gateway_c,card_expired,842,0.7164,0.1486,0,4,0.7009,0.3157,5664,0
41678.09,net_banking,gateway_b,suspected_fraud,683,0.3724,0.5128,0,0,0.353,0.7737,1117,0
74973.68,wallet,gateway_b,temporary_gateway_error,774,0.5091,0.8155,0,4,0.3739,0.6557,5197,1
69320.75,credit_card,gateway_a,card_expired,838,0.1588,0.0741,0,3,0.3246,0.7047,952,0
54038.53,upi,gateway_b,issuer_unavailable,350,0.2385,0.7552,0,1,0.4917,0.3875,2313,1
2662.53,debit_card,gateway_b,insufficient_funds,793,0.2559,0.6902,0,1,0.9723,0.4571,6030,1
2228.1,net_banking,gateway_c,authentication_required,238,0.0533,0.8981,1,3,0.6449,0.4968,38,0
87382.17,debit_card,gateway_a,authentication_required,740,0.4323,0.358,1,0,0.8299,0.4793,5875,1
8262.55,credit_card,gateway_a,card_expired,72,0.0244,0.1529,0,3,0.8919,0.6367,5747,0
69926.64,credit_card,gateway_c,insufficient_funds,294,0.5193,0.9547,0,2,0.8157,0.2729,1679,1
17107.62,credit_card,gateway_b,card_expired,701,0.3633,0.0159,0,1,0.5757,0.5632,3840,0
61333.6,upi,gateway_c,suspected_fraud,888,0.3017,0.487,1,4,0.5141,0.3899,6191,0
12392.02,upi,gateway_c,suspected_fraud,280,0.3532,0.9861,0,2,0.6988,0.4833,1657,0
1667.18,wallet,gateway_b,suspected_fraud,901,0.7919,0.0758,0,4,0.7216,0.6044,5551,0
72756.14,credit_card,gateway_a,network_timeout,123,0.2418,0.4988,0,3,0.8652,0.7895,5687,1
84707.08,upi,gateway_b,issuer_unavailable,376,0.6958,0.5892,0,1,0.7569,0.2935,1990,0
11239.2,upi,gateway_c,insufficient_funds,710,0.4311,0.2041,0,1,0.7151,0.7942,5182,0
19025.74,upi,gateway_b,temporary_gateway_error,170,0.432,0.456,0,0,0.7152,0.7828,3183,0
90205.25,debit_card,gateway_b,rate_limit,810,0.068,0.3342,0,0,0.6887,0.5464,4784,0
38336.95,debit_card,gateway_c,suspected_fraud,869,0.9722,0.7764,0,4,0.4464,0.4959,811,0
67105.22,wallet,gateway_b,issuer_unavailable,428,0.2738,0.3807,0,3,0.3625,0.7942,5140,1
99359.63,debit_card,gateway_b,suspected_fraud,206,0.1011,0.6384,0,3,0.3026,0.2554,661,0
77777.46,debit_card,gateway_a,network_timeout,861,0.1448,0.337,0,4,0.4674,0.7508,2064,0
67422.12,upi,gateway_a,rate_limit,826,0.3012,0.2092,0,0,0.7697,0.6745,2305,1
14231.6,debit_card,gateway_a,network_timeout,497,0.5109,0.7734,0,1,0.9796,0.7095,6567,1
60919.36,upi,gateway_a,temporary_gateway_error,598,0.1814,0.5829,0,1,0.8838,0.4954,2440,1
56343.38,upi,gateway_c,suspected_fraud,229,0.5995,0.3346,0,3,0.9959,0.7404,1049,0
38841.42,debit_card,gateway_a,temporary_gateway_error,727,0.6554,0.7021,0,1,0.7687,0.5091,3285,1
77688.7,upi,gateway_b,temporary_gateway_error,25,0.2157,0.2964,0,1,0.555,0.483,3651,1
96237.35,wallet,gateway_a,temporary_gateway_error,848,0.8417,0.199,0,1,0.7593,0.3419,4292,0
26374.76,credit_card,gateway_a,network_timeout,320,0.846,0.7321,0,2,0.869,0.4729,5903,0
50372.56,debit_card,gateway_a,card_expired,135,0.4268,0.5204,0,1,0.7562,0.6299,3331,0
35200.49,credit_card,gateway_c,suspected_fraud,846,0.8698,0.3096,0,0,0.9884,0.2663,4157,0
30836.09,upi,gateway_b,authentication_required,66,0.0521,0.4536,1,4,0.7901,0.3267,4986,0
96440.35,debit_card,gateway_b,card_expired,135,0.8365,0.9083,0,0,0.5529,0.6993,5824,0
99311.86,upi,gateway_b,issuer_unavailable,304,0.4131,0.9029,0,0,0.517,0.7315,1099,0
62209.1,credit_card,gateway_c,temporary_gateway_error,576,0.6688,0.6711,0,1,0.5098,0.6069,2495,1
7020.77,upi,gateway_c,suspected_fraud,165,0.9354,0.0683,0,0,0.3083,0.3559,5433,0
34225.37,upi,gateway_c,network_timeout,656,0.2264,0.0255,1,3,0.5532,0.864,2488,1
57823.55,upi,gateway_a,temporary_gateway_error,705,0.6387,0.0081,0,3,0.841,0.3319,2321,0
65263.86,net_banking,gateway_c,suspected_fraud,192,0.6692,0.737,0,0,0.4166,0.403,2450,0
70301.05,upi,gateway_c,suspected_fraud,746,0.6742,0.6735,0,0,0.4385,0.79,3733,0
93330.55,upi,gateway_a,card_expired,999,0.4862,0.7244,0,1,0.333,0.5173,1708,0
78465.43,debit_card,gateway_b,temporary_gateway_error,662,0.6955,0.2857,0,3,0.4726,0.2629,1308,1
58065.4,debit_card,gateway_a,suspected_fraud,452,0.2669,0.8611,0,4,0.7445,0.2111,6647,0
63563.6,wallet,gateway_b,issuer_unavailable,544,0.4529,0.4822,0,1,0.4232,0.2407,3695,1
36836.64,debit_card,gateway_c,issuer_unavailable,895,0.2391,0.3196,0,2,0.732,0.5725,3929,0
83755.86,wallet,gateway_c,suspected_fraud,809,0.3661,0.5798,0,3,0.4203,0.3517,5648,0
68884.97,net_banking,gateway_b,network_timeout,23,0.5108,0.3769,0,0,0.334,0.6341,280,1
59267.46,wallet,gateway_b,card_expired,951,0.3144,0.3979,0,4,0.8571,0.2081,774,0
59926.28,credit_card,gateway_b,network_timeout,803,0.033,0.1638,0,3,0.5683,0.8663,1842,1
45763.43,upi,gateway_a,rate_limit,295,0.2785,0.7148,0,4,0.5836,0.6247,5853,0
92010.34,wallet,gateway_a,network_timeout,283,0.9854,0.8164,0,3,0.9883,0.5091,4807,0
73235.68,net_banking,gateway_c,suspected_fraud,757,0.1908,0.3491,0,2,0.8014,0.7834,5386,0
14080.85,upi,gateway_b,issuer_unavailable,643,0.8871,0.6432,0,4,0.5514,0.7063,7194,0
24062.72,upi,gateway_b,rate_limit,261,0.185,0.6315,0,4,0.6663,0.5068,3106,0
8374.93,upi,gateway_b,suspected_fraud,993,0.845,0.66,0,0,0.8361,0.3454,923,0
75403.12,credit_card,gateway_c,insufficient_funds,261,0.2532,0.1092,0,4,0.6628,0.4326,2130,0
94089.37,debit_card,gateway_a,rate_limit,335,0.1039,0.2403,0,4,0.4752,0.8202,3375,0
45181.91,debit_card,gateway_a,network_timeout,212,0.1787,0.3007,0,2,0.9566,0.6668,1358,0
85715.63,debit_card,gateway_c,rate_limit,375,0.1442,0.8047,0,4,0.8735,0.632,2915,0
7598.08,debit_card,gateway_a,authentication_required,992,0.1748,0.2553,1,2,0.9356,0.7346,1698,0
5373.06,wallet,gateway_c,rate_limit,896,0.0604,0.3911,0,1,0.9401,0.6094,7193,1
45009.38,debit_card,gateway_b,suspected_fraud,336,0.0213,0.6563,0,3,0.6338,0.4413,6511,0
62591.48,credit_card,gateway_b,authentication_required,775,0.1535,0.3184,1,4,0.6539,0.5723,6249,0
7051.02,upi,gateway_c,suspected_fraud,808,0.9228,0.0533,0,0,0.7231,0.4678,5054,0
50497.2,net_banking,gateway_b,authentication_required,157,0.0894,0.4389,1,4,0.6904,0.4508,6645,0
50963.73,debit_card,gateway_a,suspected_fraud,134,0.7374,0.7003,0,0,0.6052,0.3178,2341,0
64936.43,credit_card,gateway_c,temporary_gateway_error,711,0.1577,0.3653,1,0,0.9965,0.5009,4008,0
39306.19,credit_card,gateway_b,network_timeout,904,0.8767,0.3236,0,4,0.8368,0.6399,6381,1
61500.76,credit_card,gateway_a,temporary_gateway_error,510,0.238,0.2928,0,1,0.5732,0.4711,3568,1
60954.49,wallet,gateway_c,network_timeout,163,0.4239,0.4167,0,0,0.7517,0.6885,4384,1
1833.05,debit_card,gateway_c,issuer_unavailable,466,0.4294,0.7343,0,4,0.5147,0.4673,4547,0
34344.01,credit_card,gateway_b,rate_limit,403,0.7157,0.1992,0,2,0.8732,0.4098,7184,0
87140.8,credit_card,gateway_a,card_expired,526,0.1764,0.3274,0,1,0.6638,0.5362,6266,0
76508.2,wallet,gateway_b,temporary_gateway_error,397,0.6419,0.8574,0,4,0.3396,0.4862,2794,0
54234.53,credit_card,gateway_b,suspected_fraud,55,0.8976,0.82,0,3,0.3727,0.7916,5082,0
98070.86,credit_card,gateway_a,authentication_required,42,0.6285,0.1718,1,3,0.3493,0.2568,5179,0
27723.97,wallet,gateway_a,card_expired,620,0.5186,0.8421,0,1,0.9654,0.4328,3996,0
33316.64,wallet,gateway_b,temporary_gateway_error,393,0.3041,0.8095,0,0,0.7365,0.473,4544,1
14829.09,credit_card,gateway_a,insufficient_funds,133,0.654,0.1363,0,3,0.4743,0.3021,2754,1
53731.29,debit_card,gateway_b,rate_limit,763,0.8528,0.7514,0,2,0.6638,0.6433,6535,1
33238.01,debit_card,gateway_b,temporary_gateway_error,165,0.7966,0.0554,0,4,0.6482,0.2491,6224,1
98555.38,debit_card,gateway_c,insufficient_funds,698,0.7214,0.5158,0,0,0.3465,0.3558,5203,1
87592.41,upi,gateway_b,rate_limit,617,0.5002,0.926,0,3,0.9421,0.8319,537,0
96979.43,debit_card,gateway_a,rate_limit,770,0.6739,0.2229,0,4,0.9022,0.593,5923,0
52872.06,net_banking,gateway_b,authentication_required,429,0.0854,0.126,1,4,0.3173,0.2366,5474,0
520.85,net_banking,gateway_c,card_expired,326,0.7633,0.4176,0,3,0.4415,0.705,3303,0
17078.59,upi,gateway_a,network_timeout,65,0.1432,0.8693,0,4,0.3967,0.7149,2004,0
66466.03,wallet,gateway_b,issuer_unavailable,541,0.6566,0.0404,0,3,0.4933,0.6398,6887,1
77101.84,upi,gateway_a,issuer_unavailable,941,0.3392,0.6935,0,2,0.7403,0.6588,1592,0
4119.21,wallet,gateway_b,insufficient_funds,218,0.1451,0.1544,0,4,0.6141,0.6679,6326,0
83440.09,debit_card,gateway_c,suspected_fraud,663,0.3509,0.9142,0,1,0.6383,0.6723,1355,0
53361.08,wallet,gateway_a,network_timeout,478,0.8587,0.4629,0,0,0.5537,0.4779,746,1
14469.82,upi,gateway_b,network_timeout,239,0.5611,0.269,0,1,0.5109,0.2612,4972,1
51572.04,credit_card,gateway_c,network_timeout,732,0.6203,0.4483,0,2,0.916,0.7601,732,1
